Attrition,Business Travel,CF_age band,CF_attrition label,Department,Education Field,Employee Number,Gender,Job Role,Marital Status,Over Time,Training Times Last Year,Age,CF_attrition count,CF_attrition rate,CF_current Employee,Daily Rate,Distance From Home,Education,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,958,Male,Laboratory Technician,Single,No,6,36,0,0,1,938,2,Master's Degree,3,79,3,1,3,2519,12287,4,21,4,3,80,0,16,3,11,8,3,9
Yes,Travel_Rarely,Under 25,Ex-Employees,Sales,Other,959,Male,Sales Representative,Single,Yes,3,19,1,1,0,419,21,Bachelor's Degree,4,37,2,1,3,2121,9947,1,13,3,2,80,0,1,4,1,0,0,0
Yes,Travel_Rarely,Under 25,Ex-Employees,R&D,Technical Degree,960,Male,Laboratory Technician,Single,No,2,20,1,1,0,129,4,Bachelor's Degree,4,84,3,1,4,2973,13008,1,19,3,2,80,0,1,3,1,0,0,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,961,Female,Healthcare Representative,Married,Yes,2,31,0,0,1,616,12,Bachelor's Degree,4,41,3,2,4,5855,17369,0,11,3,3,80,2,10,1,9,7,8,5
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,964,Male,Research Scientist,Divorced,Yes,2,40,0,0,1,1469,9,Master's Degree,4,35,3,1,3,3617,25063,8,14,3,4,80,1,3,3,1,1,0,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,966,Female,Manufacturing Director,Married,No,2,32,0,0,1,498,3,Master's Degree,3,93,3,2,3,6725,13554,1,12,3,3,80,1,8,4,8,7,6,3
Yes,Travel_Rarely,35 - 44,Ex-Employees,Sales,Life Sciences,967,Male,Sales Executive,Married,Yes,6,36,1,1,0,530,3,High School,3,51,2,3,1,10325,5518,1,11,3,1,80,1,16,3,16,7,3,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,969,Female,Healthcare Representative,Single,No,3,33,0,0,1,1069,1,Bachelor's Degree,2,42,2,2,1,6949,12291,0,14,3,1,80,0,6,3,5,0,1,4
Yes,Travel_Rarely,35 - 44,Ex-Employees,Sales,Life Sciences,970,Male,Sales Executive,Married,No,2,37,1,1,0,625,1,Master's Degree,1,46,2,3,1,10609,14922,5,11,3,3,80,0,17,1,14,1,11,7
No,Non-Travel,45 - 54,Current Employees,R&D,Life Sciences,972,Male,Laboratory Technician,Married,No,5,45,0,0,1,805,4,Associates Degree,3,57,3,2,1,4447,23163,1,12,3,2,80,0,9,2,9,7,0,8
No,Travel_Frequently,25 - 34,Current Employees,Sales,Technical Degree,974,Female,Sales Representative,Married,No,5,29,0,0,1,1404,20,Bachelor's Degree,4,84,3,1,4,2157,18203,1,15,3,2,80,1,3,3,3,1,0,2
No,Travel_Rarely,35 - 44,Current Employees,Sales,Medical,975,Female,Sales Executive,Married,No,3,35,0,0,1,1219,18,Bachelor's Degree,3,86,3,2,3,4601,6179,1,16,3,2,80,0,5,3,5,2,1,0
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,976,Male,Manager,Married,No,2,52,0,0,1,1053,1,Associates Degree,4,70,3,4,1,17099,13829,2,15,3,2,80,1,26,2,9,8,7,8
Yes,Travel_Rarely,Over 55,Ex-Employees,R&D,Technical Degree,977,Male,Research Scientist,Single,No,4,58,1,1,0,289,2,Bachelor's Degree,4,51,3,1,4,2479,26227,4,24,4,1,80,0,7,3,1,0,0,0
No,Travel_Rarely,45 - 54,Current Employees,Sales,Medical,981,Male,Manager,Divorced,No,3,53,0,0,1,1376,2,Associates Degree,3,45,3,4,3,14852,13938,6,13,3,3,80,1,22,4,17,13,15,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Other,982,Male,Sales Executive,Divorced,No,2,30,0,0,1,231,8,Associates Degree,3,62,3,3,3,7264,9977,5,11,3,1,80,1,10,4,8,4,7,7
No,Non-Travel,35 - 44,Current Employees,Sales,Technical Degree,983,Female,Sales Executive,Single,Yes,1,38,0,0,1,152,10,Bachelor's Degree,4,85,3,2,4,5666,19899,1,13,3,2,80,0,6,3,5,3,1,3
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,984,Male,Sales Executive,Divorced,No,2,35,0,0,1,882,3,Master's Degree,4,92,3,3,1,7823,6812,6,13,3,2,80,1,12,3,10,9,0,8
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,985,Male,Sales Executive,Single,No,3,39,0,0,1,903,2,Doctoral Degree,1,41,4,3,1,7880,2560,0,18,3,4,80,0,9,3,8,7,0,7
Yes,Non-Travel,35 - 44,Ex-Employees,Sales,Life Sciences,986,Female,Sales Executive,Single,Yes,2,40,1,1,0,1479,24,Bachelor's Degree,2,100,4,4,1,13194,17071,4,16,3,4,80,0,22,2,1,0,0,0
No,Travel_Frequently,45 - 54,Current Employees,R&D,Medical,987,Male,Manufacturing Director,Divorced,Yes,3,47,0,0,1,1379,16,Master's Degree,3,64,4,2,3,5067,6759,1,19,3,3,80,0,20,4,19,10,2,7
No,Non-Travel,35 - 44,Current Employees,Sales,Technical Degree,990,Male,Sales Executive,Divorced,No,3,36,0,0,1,1229,8,Master's Degree,4,84,3,2,4,5079,25952,4,13,3,4,80,2,12,3,7,7,0,7
Yes,Non-Travel,25 - 34,Ex-Employees,R&D,Medical,991,Male,Research Scientist,Single,Yes,0,31,1,1,0,335,9,Associates Degree,3,46,2,1,3,2321,10322,0,22,4,1,80,0,4,3,3,2,1,2
No,Non-Travel,25 - 34,Current Employees,Sales,Life Sciences,992,Male,Manager,Single,No,2,33,0,0,1,722,17,Bachelor's Degree,4,38,3,4,1,17444,20489,1,11,3,4,80,0,10,3,10,8,6,0
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Life Sciences,994,Female,Research Scientist,Single,Yes,5,29,1,1,0,906,10,Bachelor's Degree,4,92,2,1,1,2404,11479,6,20,4,3,80,0,3,3,0,0,0,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,995,Female,Research Scientist,Single,No,4,33,0,0,1,461,13,High School,2,53,3,1,1,3452,17241,3,18,3,1,80,0,5,3,3,2,0,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,996,Female,Laboratory Technician,Divorced,No,2,45,0,0,1,974,1,Master's Degree,4,91,3,1,4,2270,11005,3,14,3,4,80,2,8,3,5,3,0,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,997,Male,Research Director,Divorced,No,1,50,0,0,1,1126,1,Associates Degree,4,66,3,4,4,17399,6615,9,22,4,3,80,1,32,2,5,4,1,3
No,Travel_Frequently,25 - 34,Current Employees,R&D,Other,998,Female,Healthcare Representative,Married,Yes,2,33,0,0,1,827,1,Master's Degree,3,84,4,2,3,5488,20161,1,13,3,1,80,1,6,3,6,5,1,2
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,999,Male,Research Director,Divorced,No,2,41,0,0,1,840,9,Bachelor's Degree,1,64,3,5,3,19419,3735,2,17,3,2,80,1,21,4,18,16,0,11
No,Travel_Rarely,25 - 34,Current Employees,R&D,Technical Degree,1001,Female,Laboratory Technician,Married,No,2,27,0,0,1,1134,16,Master's Degree,4,37,3,1,4,2811,12086,9,14,3,2,80,1,4,3,2,2,2,2
No,Non-Travel,45 - 54,Current Employees,R&D,Life Sciences,1002,Male,Laboratory Technician,Married,Yes,2,45,0,0,1,248,23,Associates Degree,4,42,3,2,1,3633,14039,1,15,3,3,80,1,9,3,9,8,0,8
No,Travel_Rarely,45 - 54,Current Employees,Sales,Life Sciences,1003,Female,Sales Executive,Single,Yes,0,47,0,0,1,955,4,Associates Degree,4,83,3,2,1,4163,8571,1,17,3,3,80,0,9,3,9,0,0,7
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Life Sciences,1004,Female,Research Scientist,Married,Yes,2,30,1,1,0,138,22,Bachelor's Degree,1,48,3,1,1,2132,11539,4,11,3,2,80,0,7,3,5,2,0,1
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,1005,Male,Manufacturing Director,Married,Yes,2,50,0,0,1,939,24,Bachelor's Degree,4,95,3,4,1,13973,4161,3,18,3,4,80,1,22,3,12,11,1,5
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,1006,Male,Research Scientist,Married,No,0,38,0,0,1,1391,10,High School,3,66,3,1,3,2684,12127,0,17,3,2,80,1,3,2,2,1,0,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,1007,Male,Manufacturing Director,Divorced,No,3,46,0,0,1,566,7,Associates Degree,4,75,3,3,3,10845,24208,6,13,3,2,80,1,13,3,8,7,0,7
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,1009,Female,Manufacturing Director,Divorced,No,6,24,0,0,1,1206,17,High School,4,41,2,2,3,4377,24117,1,15,3,2,80,2,5,3,4,2,3,2
Yes,Travel_Rarely,35 - 44,Ex-Employees,R&D,Other,1010,Male,Laboratory Technician,Divorced,Yes,2,35,1,1,0,622,14,Master's Degree,3,39,2,1,3,3743,10074,1,24,4,4,80,1,5,1,4,2,0,2
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,1011,Female,Manufacturing Director,Married,No,1,31,0,0,1,853,1,High School,3,96,3,2,1,4148,11275,1,12,3,3,80,1,4,3,4,3,0,3
No,Non-Travel,Under 25,Current Employees,R&D,Life Sciences,1012,Male,Research Scientist,Single,No,2,18,0,0,1,287,5,Associates Degree,2,73,3,1,1,1051,13493,1,15,3,4,80,0,0,3,0,0,0,0
No,Travel_Rarely,45 - 54,Current Employees,R&D,Technical Degree,1013,Female,Manufacturing Director,Married,No,2,54,0,0,1,1441,17,Bachelor's Degree,4,56,3,3,4,10739,13943,8,11,3,3,80,1,22,3,10,7,0,8
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,1014,Female,Healthcare Representative,Divorced,Yes,3,35,0,0,1,583,25,Master's Degree,3,57,3,3,3,10388,6975,1,11,3,3,80,1,16,2,16,10,10,1
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,1015,Female,Research Director,Married,Yes,4,30,0,0,1,153,8,Associates Degree,2,73,4,3,1,11416,17802,0,12,3,3,80,3,9,2,8,7,1,7
Yes,Travel_Rarely,Under 25,Ex-Employees,R&D,Medical,1016,Female,Research Scientist,Single,Yes,2,20,1,1,0,1097,11,Bachelor's Degree,4,98,2,1,3,2600,18275,1,15,3,1,80,0,1,3,1,0,0,0
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Medical,1017,Female,Laboratory Technician,Single,No,3,30,1,1,0,109,5,Bachelor's Degree,2,60,3,1,3,2422,25725,0,17,3,1,80,0,4,3,3,2,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,1018,Male,Manufacturing Director,Married,No,2,26,0,0,1,1066,2,Associates Degree,4,32,4,2,4,5472,3334,1,12,3,2,80,0,8,3,8,7,1,3
No,Travel_Rarely,Under 25,Current Employees,R&D,Life Sciences,1019,Male,Laboratory Technician,Married,No,3,22,0,0,1,217,8,High School,2,94,1,1,1,2451,6881,1,15,3,1,80,1,4,2,4,3,1,1
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,1022,Male,Healthcare Representative,Single,No,0,48,0,0,1,277,6,Bachelor's Degree,1,97,2,2,1,4240,13119,2,13,3,4,80,0,19,3,2,2,2,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,1024,Male,Healthcare Representative,Single,No,3,48,0,0,1,1355,4,Master's Degree,3,78,2,3,1,10999,22245,7,14,3,2,80,0,27,3,15,11,4,8
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,1025,Female,Manufacturing Director,Single,No,6,41,0,0,1,549,7,Associates Degree,4,42,3,2,3,5003,23371,6,14,3,2,80,0,8,3,2,2,2,1
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,1026,Female,Manufacturing Director,Married,No,3,39,0,0,1,466,1,High School,4,65,2,4,1,12742,7060,1,16,3,3,80,1,21,3,21,6,11,8
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,1027,Female,Manufacturing Director,Married,No,2,27,0,0,1,1055,2,Master's Degree,1,47,3,2,1,4227,4658,0,18,3,2,80,1,4,3,3,2,2,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,1028,Male,Laboratory Technician,Divorced,No,4,35,0,0,1,802,10,Bachelor's Degree,2,45,3,1,4,3917,9541,1,20,4,1,80,1,3,2,3,2,1,2
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,1029,Male,Manager,Married,No,3,42,0,0,1,265,5,Associates Degree,4,90,3,5,2,18303,7770,6,13,3,2,80,0,21,4,1,0,0,0
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,1030,Male,Laboratory Technician,Married,No,5,50,0,0,1,804,9,Bachelor's Degree,1,64,3,1,1,2380,20165,4,18,3,2,80,0,8,3,1,0,0,0
No,Travel_Rarely,Over 55,Current Employees,R&D,Life Sciences,1032,Female,Manufacturing Director,Single,Yes,4,59,0,0,1,715,2,Bachelor's Degree,3,69,2,4,1,13726,21829,3,13,3,1,80,0,30,3,5,3,4,3
Yes,Travel_Rarely,35 - 44,Ex-Employees,R&D,Medical,1033,Female,Healthcare Representative,Married,No,2,37,1,1,0,1141,11,Associates Degree,1,61,1,2,3,4777,14382,5,15,3,1,80,0,15,1,1,0,0,0
No,Travel_Frequently,Over 55,Current Employees,R&D,Medical,1034,Male,Healthcare Representative,Married,Yes,3,55,0,0,1,135,18,Master's Degree,3,62,3,2,3,6385,12992,3,14,3,4,80,2,17,3,8,7,6,7
No,Non-Travel,35 - 44,Current Employees,R&D,Life Sciences,1035,Female,Research Director,Divorced,No,3,41,0,0,1,247,7,High School,2,55,1,5,1,19973,20284,1,22,4,2,80,2,21,3,21,16,5,10
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,1036,Male,Sales Executive,Single,Yes,1,38,0,0,1,1035,3,Master's Degree,2,42,3,2,1,6861,4981,8,12,3,3,80,0,19,3,1,0,0,0
Yes,Non-Travel,25 - 34,Ex-Employees,Sales,Medical,1037,Male,Sales Executive,Single,No,6,26,1,1,0,265,29,Associates Degree,2,79,1,2,3,4969,21813,8,18,3,4,80,0,7,3,2,2,2,2
Yes,Travel_Rarely,45 - 54,Ex-Employees,Sales,Marketing,1038,Female,Manager,Married,No,3,52,1,1,0,266,2,High School,1,57,1,5,2,19845,25846,1,15,3,4,80,1,33,3,32,14,6,9
No,Travel_Rarely,35 - 44,Current Employees,Sales,Medical,1039,Female,Sales Executive,Married,Yes,2,44,0,0,1,1448,28,Bachelor's Degree,4,53,4,4,4,13320,11737,3,18,3,3,80,1,23,3,12,11,11,11
No,Non-Travel,45 - 54,Current Employees,Sales,Life Sciences,1040,Female,Sales Executive,Married,No,3,50,0,0,1,145,1,Bachelor's Degree,4,95,3,2,1,6347,24920,0,12,3,1,80,1,19,3,18,7,0,13
Yes,Travel_Rarely,35 - 44,Ex-Employees,R&D,Life Sciences,1042,Female,Laboratory Technician,Single,No,1,36,1,1,0,885,16,Master's Degree,3,43,4,1,1,2743,8269,1,16,3,3,80,0,18,3,17,13,15,14
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,1043,Female,Manufacturing Director,Single,Yes,2,39,0,0,1,945,22,Bachelor's Degree,4,82,3,3,3,10880,5083,1,13,3,3,80,0,21,3,21,6,2,8
No,Non-Travel,25 - 34,Current Employees,Sales,Life Sciences,1044,Female,Sales Representative,Single,No,2,33,0,0,1,1038,8,High School,2,88,2,1,1,2342,21437,0,19,3,4,80,0,3,2,2,2,2,2
No,Travel_Rarely,45 - 54,Current Employees,Sales,Life Sciences,1045,Female,Manager,Married,No,4,45,0,0,1,1234,11,Associates Degree,4,90,3,4,1,17650,5404,3,13,3,2,80,1,26,4,9,3,1,1
No,Non-Travel,25 - 34,Current Employees,R&D,Medical,1046,Female,Laboratory Technician,Single,No,2,32,0,0,1,1109,29,Master's Degree,4,69,3,1,3,4025,11135,9,12,3,2,80,0,10,3,8,7,7,7
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,1047,Male,Sales Executive,Divorced,No,2,34,0,0,1,216,1,Master's Degree,2,75,4,2,2,9725,12278,0,11,3,4,80,1,16,2,15,1,0,9
No,Travel_Rarely,Over 55,Current Employees,Sales,Technical Degree,1048,Male,Manager,Married,Yes,1,59,0,0,1,1089,1,Associates Degree,4,66,3,3,4,11904,11038,3,14,3,3,80,1,14,1,6,4,0,4
No,Travel_Rarely,45 - 54,Current Employees,HR,Medical,1049,Male,Human Resources,Single,No,3,45,0,0,1,788,24,Master's Degree,2,36,3,1,3,2177,8318,1,16,3,1,80,0,6,3,6,3,0,4
No,Travel_Frequently,45 - 54,Current Employees,Sales,Marketing,1050,Female,Sales Executive,Married,No,2,53,0,0,1,124,2,Bachelor's Degree,3,38,2,3,2,7525,23537,2,12,3,1,80,1,30,3,15,7,6,12
Yes,Travel_Rarely,35 - 44,Ex-Employees,R&D,Other,1052,Male,Laboratory Technician,Divorced,No,3,36,1,1,0,660,15,Bachelor's Degree,1,81,3,2,3,4834,7858,7,14,3,2,80,1,9,2,1,0,0,0
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,1053,Male,Research Scientist,Married,Yes,2,26,1,1,0,342,2,Bachelor's Degree,1,57,3,1,1,2042,15346,6,14,3,2,80,1,6,3,3,2,1,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,1055,Female,Sales Representative,Married,Yes,2,34,0,0,1,1333,10,Master's Degree,3,87,3,1,1,2220,18410,1,19,3,4,80,1,1,3,1,1,0,0
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,1056,Male,Sales Representative,Married,No,5,28,0,0,1,1144,10,High School,4,74,3,1,3,1052,23384,1,22,4,2,80,0,1,3,1,0,0,0
No,Travel_Frequently,35 - 44,Current Employees,R&D,Other,1060,Male,Research Scientist,Married,No,2,38,0,0,1,1186,3,Master's Degree,3,44,3,1,3,2821,2997,3,16,3,1,80,1,8,3,2,2,2,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,1061,Male,Research Director,Married,Yes,2,50,0,0,1,1464,2,Master's Degree,2,62,3,5,3,19237,12853,2,11,3,4,80,1,29,2,8,1,7,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,1062,Female,Healthcare Representative,Single,No,3,37,0,0,1,124,3,Bachelor's Degree,4,35,3,2,3,4107,13848,3,15,3,1,80,0,8,2,4,3,0,1
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,1066,Male,Sales Executive,Married,No,3,40,0,0,1,300,26,Bachelor's Degree,3,74,3,2,2,8396,22217,1,14,3,2,80,1,8,2,7,7,7,5
No,Travel_Frequently,25 - 34,Current Employees,R&D,Medical,1068,Female,Research Scientist,Divorced,No,5,26,0,0,1,921,1,High School,1,66,2,1,3,2007,25265,1,13,3,3,80,2,5,3,5,3,1,3
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,1069,Male,Research Director,Divorced,No,0,46,0,0,1,430,1,Master's Degree,4,40,3,5,4,19627,21445,9,17,3,4,80,2,23,3,2,2,2,2
No,Travel_Rarely,45 - 54,Current Employees,Sales,Life Sciences,1070,Female,Sales Executive,Married,No,4,54,0,0,1,1082,2,Master's Degree,3,41,2,3,1,10686,8392,6,11,3,2,80,1,13,3,9,4,7,0
No,Travel_Frequently,Over 55,Current Employees,R&D,Medical,1071,Female,Research Scientist,Married,No,4,56,0,0,1,1240,9,Bachelor's Degree,1,63,3,1,3,2942,12154,2,19,3,2,80,1,18,3,5,4,0,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,1073,Female,Manufacturing Director,Single,No,2,36,0,0,1,796,12,Doctoral Degree,4,51,2,3,4,8858,15669,0,11,3,2,80,0,15,2,14,8,7,8
No,Non-Travel,Over 55,Current Employees,R&D,Medical,1074,Male,Manager,Single,No,3,55,0,0,1,444,2,High School,3,40,2,4,3,16756,17323,7,15,3,2,80,0,31,4,9,7,6,2
No,Travel_Rarely,35 - 44,Current Employees,Sales,Medical,1076,Male,Sales Executive,Divorced,No,5,43,0,0,1,415,25,Bachelor's Degree,3,79,2,3,4,10798,5268,5,13,3,3,80,1,18,3,1,0,0,0
Yes,Travel_Frequently,Under 25,Ex-Employees,Sales,Marketing,1077,Female,Sales Representative,Single,Yes,3,20,1,1,0,769,9,Bachelor's Degree,4,54,3,1,2,2323,17205,1,14,3,2,80,0,2,3,2,2,0,2
Yes,Travel_Rarely,Under 25,Ex-Employees,R&D,Life Sciences,1079,Female,Laboratory Technician,Single,No,6,21,1,1,0,1334,10,Bachelor's Degree,3,36,2,1,1,1416,17258,1,13,3,1,80,0,1,2,1,0,1,0
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,1080,Female,Research Scientist,Divorced,Yes,2,46,0,0,1,1003,8,Master's Degree,4,74,2,2,1,4615,21029,8,23,4,1,80,3,19,3,16,13,1,7
Yes,Travel_Rarely,45 - 54,Ex-Employees,R&D,Life Sciences,1081,Male,Research Scientist,Married,Yes,2,51,1,1,0,1323,4,Master's Degree,1,34,3,1,1,2461,10332,9,12,3,3,80,3,18,4,10,0,2,7
Yes,Non-Travel,25 - 34,Ex-Employees,R&D,Technical Degree,1082,Male,Healthcare Representative,Single,No,2,28,1,1,0,1366,24,Associates Degree,4,72,2,3,4,8722,12355,1,12,3,1,80,0,10,2,10,7,1,9
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,1083,Male,Laboratory Technician,Married,No,2,26,0,0,1,192,1,Associates Degree,1,59,2,1,3,3955,11141,1,16,3,1,80,2,6,3,5,3,1,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Other,1084,Male,Manufacturing Director,Married,No,1,30,0,0,1,1176,20,Bachelor's Degree,3,85,3,2,3,9957,9096,0,15,3,3,80,1,7,2,6,2,0,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Technical Degree,1085,Female,Research Scientist,Married,No,3,41,0,0,1,509,7,Associates Degree,4,43,4,1,4,3376,18863,1,13,3,3,80,0,10,3,10,6,0,8
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,1088,Female,Healthcare Representative,Married,No,4,38,0,0,1,330,17,High School,3,65,2,3,1,8823,24608,0,18,3,1,80,1,20,2,19,9,1,9
No,Travel_Rarely,35 - 44,Current Employees,R&D,Technical Degree,1092,Male,Healthcare Representative,Married,No,6,40,0,0,1,1492,20,Master's Degree,4,61,3,3,4,10322,26542,4,20,4,4,80,1,14,3,11,10,11,1
No,Non-Travel,25 - 34,Current Employees,R&D,Life Sciences,1094,Male,Laboratory Technician,Married,No,4,27,0,0,1,1277,8,Doctoral Degree,1,87,1,1,1,4621,5869,1,19,3,4,80,3,3,3,3,2,1,2
No,Travel_Frequently,Over 55,Current Employees,R&D,Life Sciences,1096,Male,Manufacturing Director,Married,No,4,55,0,0,1,1091,2,High School,4,65,3,3,1,10976,15813,3,18,3,2,80,1,23,3,3,2,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Other,1097,Female,Research Scientist,Single,No,4,28,0,0,1,857,10,Bachelor's Degree,3,59,3,2,3,3660,7909,3,13,3,4,80,0,10,4,8,7,1,7
Yes,Travel_Rarely,35 - 44,Ex-Employees,HR,Medical,1098,Male,Human Resources,Married,No,1,44,1,1,0,1376,1,Associates Degree,2,91,2,3,3,10482,2326,9,14,3,4,80,1,24,3,20,6,3,6
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,1099,Male,Healthcare Representative,Divorced,No,2,33,0,0,1,654,5,Bachelor's Degree,4,34,2,3,1,7119,21214,4,15,3,3,80,1,9,3,3,2,1,2
Yes,Travel_Rarely,35 - 44,Ex-Employees,Sales,Technical Degree,1100,Male,Sales Executive,Single,Yes,2,35,1,1,0,1204,4,Bachelor's Degree,4,86,3,3,4,9582,10333,0,22,4,1,80,0,9,3,8,7,4,7
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Medical,1101,Female,Research Scientist,Single,No,4,33,1,1,0,827,29,Master's Degree,1,54,2,2,3,4508,3129,1,22,4,2,80,0,14,3,13,7,3,8
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,1102,Male,Laboratory Technician,Divorced,No,5,28,0,0,1,895,15,Associates Degree,1,50,3,1,1,2207,22482,1,16,3,4,80,1,4,2,4,2,2,2
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,1103,Male,Healthcare Representative,Single,No,1,34,0,0,1,618,3,High School,1,45,3,2,1,7756,22266,0,17,3,3,80,0,7,2,6,2,0,4
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,1105,Female,Sales Executive,Divorced,Yes,5,37,0,0,1,309,10,Master's Degree,4,88,2,2,1,6694,24223,2,14,3,3,80,3,8,3,1,0,0,0
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Technical Degree,1106,Male,Laboratory Technician,Married,Yes,3,25,1,1,0,1219,4,High School,4,32,3,1,4,3691,4605,1,15,3,2,80,1,7,4,7,7,5,6
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,1107,Male,Laboratory Technician,Divorced,No,0,26,1,1,0,1330,21,Bachelor's Degree,1,37,3,1,3,2377,19373,1,20,4,3,80,1,1,2,1,1,0,0
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,1108,Male,Research Scientist,Single,Yes,0,33,1,1,0,1017,25,Bachelor's Degree,1,55,2,1,3,2313,2993,4,20,4,2,80,0,5,3,2,2,2,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,1109,Male,Manager,Married,No,3,42,0,0,1,469,2,Associates Degree,4,35,3,4,3,17665,14399,0,17,3,4,80,1,23,3,22,6,13,7
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Medical,1111,Male,Laboratory Technician,Divorced,No,2,28,1,1,0,1009,1,Bachelor's Degree,1,45,2,1,3,2596,7160,1,15,3,1,80,2,1,3,1,0,0,0
Yes,Travel_Frequently,45 - 54,Ex-Employees,Sales,Other,1113,Male,Sales Executive,Single,Yes,4,50,1,1,0,959,1,Master's Degree,4,81,3,2,3,4728,17251,3,14,3,4,80,0,5,3,0,0,0,0
No,Travel_Frequently,25 - 34,Current Employees,Sales,Life Sciences,1114,Female,Sales Executive,Married,No,3,33,0,0,1,970,7,Bachelor's Degree,4,30,3,2,1,4302,13401,0,17,3,3,80,1,4,3,3,2,0,2
No,Non-Travel,25 - 34,Current Employees,R&D,Life Sciences,1115,Male,Research Scientist,Married,No,2,34,0,0,1,697,3,Master's Degree,3,40,2,1,1,2979,22478,3,17,3,4,80,3,6,3,0,0,0,0
No,Non-Travel,45 - 54,Current Employees,R&D,Medical,1116,Male,Manager,Single,No,3,48,0,0,1,1262,1,Master's Degree,1,35,4,4,4,16885,16154,2,22,4,3,80,0,27,2,5,4,2,1
No,Non-Travel,45 - 54,Current Employees,Sales,Life Sciences,1117,Female,Sales Executive,Married,No,2,45,0,0,1,1050,9,Master's Degree,2,65,2,2,1,5593,17970,1,13,3,4,80,1,15,3,15,10,4,12
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,1118,Male,Healthcare Representative,Single,No,4,52,0,0,1,994,7,Master's Degree,2,87,3,3,1,10445,15322,7,19,3,4,80,0,18,3,8,6,4,0
